가맹점명,도로명주소,지번주소,위도,경도,데이터기준일자
철마전기철물,부산 기장군 철마면 송정리 556-11,,35.3051772,129.1117473,2024-09-30
헤어샵비단결,부산 연제구 고분로32번길 68 1층 (연산동),,35.18259133,129.0858203,2024-09-30
화인마취통증의학과의원 서면점,부산 부산진구 가야대로 769 5층(부전동),,35.1579969,129.0557813,2024-09-30
설레임당,부산 남구 용소로28번길 29 1층 101호 (대연동),,35.13449834,129.0992255,2024-09-30
오사카 상회,부산 수영구 광남로 172 1층 (민락동),,35.15620041,129.1192628,2024-09-30
수 스터디 카페,"부산 북구 덕천로234번길 34 상가동 303호 (만덕동, 럭키만덕아파트)",,35.20984172,129.0278975,2024-09-30
제이에이치헤어(JH HAIR),"부산 강서구 명지국제6로 107 B동 102-2호 (명지동, 부산명지대방디엠시티센텀오션2차)",,35.09293896,128.9108864,2024-09-30
이지수학교습소,부산 기장군 정관읍 정관로 350 상가 322동 B101호 (이지더원3차아파트),,35.33580536,129.164361,2024-09-30
안성만물,부산 중구 중앙대로 지하 17 C-64 (중앙동6가),,35.09882794,129.0360972,2024-09-30
히타스라,부산 부산진구 동성로 61-1 1층 101호 (전포동),,35.15606744,129.0681588,2024-09-30
백억커피 부산당감점,부산 부산진구 당감서로 84 2층 201호 (당감동),,35.167749,129.0371365,2024-09-30
통스트,부산 연제구 중앙대로1150번길 31 1층 (연산동),,35.19055349,129.0824786,2024-09-30
대진수산,부산 중구 자갈치해안로 52 1층 170-1호(남포동4가),,35.09663058,129.0305745,2024-09-30
카페051 서면롯데점,부산 부산진구 부전로66번길 24 1층 (부전동),,35.15578691,129.0559612,2024-09-30
해법수학 초량점,부산 동구 고관로29번길 33 6층 (초량동),,35.12249468,129.0407747,2024-09-30
모닝베어,부산 기장군 기장읍 공수해안길 17 1층,,35.18510205,129.2124461,2024-09-30
봄봄횟집,부산 해운대구 대천로106번길 20 지상1층(좌동),,35.17407224,129.174683,2024-09-30
쏭영어교습소,부산 연제구 신촌로 14 3층 (연산동),,35.18267044,129.0769721,2024-09-30
올라성형외과의원,부산 부산진구 가야대로 784 충 2-4 (부전동),,35.15732438,129.0574409,2024-09-30
시리즈커피,부산 연제구 월드컵대로165번길 14 1층 (연산동),,35.18662806,129.0779248,2024-09-30
여 헤어(YEO hair),부산 부산진구 전포대로171번길 50 1층 (전포동),,35.15099547,129.0627147,2024-09-30
백호마트,부산 금정구 서동로175번길 46 1층 (서동),,35.21525144,129.1083435,2024-09-30
한돈경,"부산 사하구 비봉로 42 상가동 107호 (신평동, 한신아파트)",,35.09694826,128.965803,2024-09-30
든든축산,부산 부산진구 백양대로60번길 38 1층 (당감동),,35.16409778,129.0424467,2024-09-30
지에스(GS)25 하단타운점,부산 사하구 동매로23번길 9 1층 (하단동),,35.10419901,128.9608431,2024-09-30
씨 제이영어교습소,"부산 해운대구 선수촌로 122 ,119동 105호 (반여동,아시아선수촌아파트)",,35.20120095,129.1227798,2024-09-30
제주옥탑 기장점,부산 기장군 기장읍 차성로344번길 6 1층,,35.24805138,129.2153615,2024-09-30
엘시티 리턴 의원,"부산 해운대구 달맞이길 30 포디움동 2025~2027,3016~3018호 (중동, 엘시티)",,35.16132822,129.1680126,2024-09-30
돈든하다,부산 사상구 학장로 321 1층 (주례동),,35.14909961,128.9995964,2024-09-30
모모스커피 마린시티점,"부산 해운대구 마린시티1로 91 101동 1층 101호 (우동, 마린시티두산위브포세이돈)",,35.15452186,129.1445269,2024-09-30
솔밭사이로,부산 사상구 모라로 90-6 (모라동),,35.18632163,128.9893255,2024-09-30
남성컷트 전문점,부산 금정구 서부로 25-1 1층 상가 일부(도로쪽) (서동),,35.21614744,129.1030176,2024-09-30
백억로또명당,부산 남구 용호로197번길 8 1층 (용호동),,35.11462834,129.1114311,2024-09-30
킴스엘리트학원,부산 사하구 승학로 54 3층 (당리동),,35.10543566,128.9741629,2024-09-30
조방낙지 수영점,부산 수영구 광일로9번길 4 1층 (광안동),,35.16195518,129.1129755,2024-09-30
와쿠,"부산 북구 화명대로 16 107호 (화명동, 센츄리빌딩)",,35.23476456,129.0097774,2024-09-30
오바라24부암점,부산 부산진구 가야대로703번나길 38 1층 101호 (당감동),,35.15770794,129.046503,2024-09-30
오티티 너와나,부산 부산진구 중앙대로692번길 26 (부전동),,35.15433972,129.060651,2024-09-30
모모인,부산 남구 고동골로 58 3층 1호 (문현동),,35.14227517,129.0713253,2024-09-30
파슷타애요,부산 남구 석포로 137 1층 (대연동),,35.12945608,129.0916419,2024-09-30
천리향 양꼬치,부산 부산진구 동평로 74 2층 (당감동),,35.16506792,129.0375964,2024-09-30
홍백이 정관점,부산 기장군 정관읍 구연3로 5 102호 (신세계빌딩),,35.32050064,129.1810337,2024-09-30
용인대한국태권도,부산 동래구 문화로 9 4층 (명륜동),,35.21042691,129.0837201,2024-09-30
포차천국 온천점,부산 금정구 금강로 182 1층 (장전동),,35.2247013,129.0820976,2024-09-30
지에스25 가야오렌지점,"부산 부산진구 가야대로 597 상가동 104호(가야동, 한신센타뷰)",,35.15523018,129.0369554,2024-09-30
우리동네목공소,부산 사상구 새벽시장로103번길 41 (감전동),,35.15628309,128.9853941,2024-09-30
앵무새 LP바,부산 수영구 감포로18번길 13 1층 (민락동),,35.16033841,129.1211416,2024-09-30
독서논술 동래아,"부산 동래구 금정마을로 150 203동 1303호 (온천동, 동래 래미안 아이파크)",,35.21035819,129.0671241,2024-09-30
블루문카페,부산 기장군 일광읍 문오성길 330 1층,,35.29695627,129.2587733,2024-09-30
꾸릭요거트(KKURIK YOGURT),"부산 북구 양달로 74 1층 101호(화명동, 화명동부종합상가)",,35.2439893,129.0211541,2024-09-30
씨유(CU)신호부영사랑점,"부산 강서구 신호산단4로 27 상가 1층 101호 (신호동, 부산신호사랑으로부영2차)",,35.08703952,128.8735345,2024-09-30
Monsieurbubucoffeestand,부산 중구 대청로131번길 4-1 1층 (동광동4가),,35.1031156,129.0343417,2024-09-30
주월포차,부산 남구 용소로13번길 9 2층 (대연동),,35.13647321,129.1011175,2024-09-30
진시스템 창호,부산 북구 시랑로79번길 23 (구포동),,35.19868296,129.0074961,2024-09-30
리메이크(Re Make),부산 강서구 명지국제8로 235 109호 (명지동),,35.0985235,128.9186043,2024-09-30
코이(koii),부산 연제구 거제천로146번길 34 일마래 101호 (연산동),,35.18560922,129.0779552,2024-09-30
해장님댁,부산 기장군 장안읍 해맞이로 437 1층,,35.32445327,129.2719796,2024-09-30
구포오리,부산 북구 낙동대로1776번길 30 2층 (구포동),,35.20863375,129.0043133,2024-09-30
공부인스터디카페 해운대좌동센터,"부산 해운대구 좌동순환로 310 4층 (좌동, 성문종합학원)",,35.16847938,129.182528,2024-09-30
벤자민버튼,부산 사하구 사하로 171 2층 (괴정동),,35.09706516,128.9936845,2024-09-30
에이드블랑(A de Blanc),"부산 강서구 명지국제8로10번길 46 3층 309호(명지동, 플러스존1)",,35.09445385,128.9023925,2024-09-30
소담곳,부산 수영구 남천바다로22번길 28 2층 (남천동),,35.14827106,129.1121085,2024-09-30
뉴욕버거 부산보수점,"부산 중구 대청로 63-1 지상 1층 (보수동1가, 함일빌딩)",,35.10321384,129.0270379,2024-09-30
인쌩맥주서면점,부산 부산진구 중앙대로680번가길 51 1층 (부전동),,35.15573604,129.0607459,2024-09-30
씨유(CU)부평달리아점,부산 중구 흑교로31번길 13 (부평동4가),,35.10223233,129.023724,2024-09-30
필즈더프리미엄학원,부산 강서구 명지국제2로 41 403호 (명지동),,35.09466534,128.9066612,2024-09-30
다채로운김밥,부산 부산진구 중앙대로680번길 45-5 1층 일부(부전동),,35.1537363,129.0616199,2024-09-30
싸만코 더파크리치점,부산 수영구 연수로315번길 24 제상가동 1층 104호 (망미동),,35.17345448,129.105371,2024-09-30
비바네일,부산 북구 모분재로 107 1층 (구포동),,35.19847579,129.0085587,2024-09-30
우리동네아이스,"부산 동래구 반송로 352 1층 105호 (명장동, 훈창빌딩)",,35.21015197,129.105133,2024-09-30
피플PC방,부산 남구 동명로 137 4층 (용호동),,35.11986126,129.1118863,2024-09-30
국수나무,"부산 사하구 장림번영로104번길 10 1층 110-1호 (장림동, 사하장림역스마트W아파트)",,35.08020566,128.9763406,2024-09-30
가마치통닭(동대점),부산 사하구 낙동대로 525 (하단동),,35.11098923,128.9650475,2024-09-30
부자집 푸드,부산 부산진구 양지로8번길 8 1층 부자집 3호 (양정동),,35.16948876,129.0692237,2024-09-30
써밋어학원,"부산 기장군 일광읍 해빛로 47 7층 702호, 703호(삼진프라자)",,35.314167,129.2312846,2024-09-30
주짓수 코어 화명수정점,부산 사상구 대동로 67 주싯수 코어 화명수정점 (학장동),,35.13661018,128.9759173,2024-09-30
퍼플문,부산 금정구 중앙대로 1617-9 4층 401호 (부곡동),,35.22899291,129.0900092,2024-09-30
화둥숯불갈비,부산 부산진구 동천로85번길 35 1층 (부전동),,35.15653226,129.0604051,2024-09-30
블루샥 광복 BIFF점,부산 중구 광복로 34-1 1층 (창선동2가),,35.09919713,129.0287423,2024-09-30
젤리크,부산 수영구 광남로48번길 12 2층 (남천동),,35.14638407,129.1124449,2024-09-30
주르 에스테틱&아카데미,"부산 동구 조방로 14 2층 211호 (범일동, 동일타워)",,35.13873,129.0634548,2024-09-30
면식당부산대점,부산 금정구 금정로60번길 37 2층 (장전동),,35.22954,129.0883138,2024-09-30
코카페,부산 연제구 과정로208번길 14 1층 (연산동),,35.18850566,129.1045979,2024-09-30
오가축산,"부산 부산진구 신암로 133 지하2층 3호 (범천동, E편한세상서면더센트럴)",,35.15203579,129.0498984,2024-09-30
더엘,부산 금정구 금강로 626-1 1층 (남산동),,35.26337639,129.0884589,2024-09-30
김종구식맛치킨 전기바베큐옛날통닭 온천장,"부산 동래구 온천장로65번길 9 제근린생활시설동 126호(온천동, 동래3차에스케이뷰)",,35.21640198,129.0798125,2024-09-30
데이지 스킨,"부산 부산진구 가야대로 538 상가 3동 2층 201호 (가야동, 가야롯데캐슬골드아너)",,35.15317487,129.0306405,2024-09-30
브이아이피 당구클럽,부산 영도구 절영로35번길 56 2층 (영선동2가),,35.09004215,129.0420615,2024-09-30
잎테,부산 부산진구 성지로43번길 45 1층 (초읍동),,35.17630217,129.0539433,2024-09-30
null.,"부산 남구 용소로21번길 41 2,3층(대연동)",,35.13568884,129.103115,2024-09-30
하얀거탑국어학원,"부산 해운대구 센텀북대로 60 309호 (재송동, 센텀아이에스타워)",,35.17664093,129.1254057,2024-09-30
꽃내음 연산점,부산 연제구 월드컵대로58번길 64 1층 (연산동),,35.17974922,129.0881319,2024-09-30
과일정원 두번째,부산 연제구 교대로 3 1층 (거제동),,35.19519542,129.0794766,2024-09-30
센텀푸드,부산 북구 덕천1길 15 1층 (덕천동),,35.20985173,129.0063492,2024-09-30
놀작소엘아트센터,"부산 남구 황령대로 504 상가 219호 놀작미술 (대연동, 더비치푸르지오써밋)",,35.13650505,129.1084917,2024-09-30
폼하우스 안경,부산 부산진구 성지로 88 좌측상가 1층 (초읍동),,35.17841424,129.0536193,2024-09-30
데이지,"부산 부산진구 중앙대로 지하 737 부전몰 라-81(부전동, 서면지하상가)",,35.16023088,129.0611007,2024-09-30
빙동댕 대연점,"부산 남구 수영로 185-7 1층 일부호 (대연동, 대연동윌리스병원)",,35.13531587,129.086552,2024-09-30
악마의 비빔밥,부산 사상구 냉정로 130 1층 (주례동),,35.1495365,129.0142531,2024-09-30
삼촌네 도마,부산 연제구 중앙천로39번길 3 1층 (연산동),,35.17819626,129.0823913,2024-09-30
다이아 스터디 카페,부산 부산진구 전포대로275번길 17 4층(전포동),,35.16130182,129.0643746,2024-09-30
달래비어,부산 금정구 오시게로12번길 4 (부곡동),,35.21867199,129.0860157,2024-09-30
제이디엑스(JDX)골프,부산 기장군 장안읍 정관로 1122 1층,,35.32811913,129.1927482,2024-09-30
텐퍼센트 스페셜리티커피 구포동원비스타점,부산 북구 낙동대로1738번길 5 1층(구포동),,35.20891415,128.9998468,2024-09-30
퍼니잼잼 방곡점,부산 기장군 정관읍 방곡5로 2-17 101호,,35.32333489,129.1861451,2024-09-30
다대장식,부산 사하구 다대동로 39-2 (다대동),,35.05708151,128.9722171,2024-09-30
주례반점,부산 사상구 동주로 3-1 1층 (주례동),,35.14800449,129.0001318,2024-09-30
댄싱컵 대연역점,부산 남구 수영로 241 1층 (대연동),,35.13537544,129.0929499,2024-09-30
예쁜 헤어샵,부산 부산진구 연수로 49 1층 일부(양정동),,35.17505969,129.0763008,2024-09-30
피쉬팜,부산 부산진구 새싹로14번길 48 1층 북동쪽 마지막점포 2 칸 (부전동),,35.16083009,129.0595828,2024-09-30
춘하추동 칼국수,부산 연제구 중앙대로1076번길 10 (연산동),,35.18366638,129.0805206,2024-09-30
지에스25 다대삼거리점,부산 사하구 다송로 70 1층 (다대동),,35.06161337,128.9836615,2024-09-30
해봄국어교습소,"부산 사하구 대티로1번길 22 109동 107호 (괴정동, 괴정스타클래스)",,35.10540418,128.99904,2024-09-30
허브 건강몸짱,"부산 금정구 금샘로18번길 79-14 ,702호 (장전동,금정빌라)",,35.23073824,129.0783219,2024-09-30
수오복돼지국밥,부산 강서구 신호산단1로 94-1 (신호동),,35.08114231,128.8738005,2024-09-30
더블에이치 복싱짐,부산 연제구 과정로 103 4층 (연산동),,35.18063319,129.1069395,2024-09-30
무디브레드마켓,"부산 부산진구 전포대로216번길 22 1,2층(전포동)",,35.15571883,129.0668042,2024-09-30
제선현 고양이 미용실,부산 수영구 수영로528번길 38 1층 (광안동),,35.15216637,129.1149053,2024-09-30
꼬들고기집,부산 북구 덕천로 223 1층 (만덕동),,35.21080012,129.0286125,2024-09-30
커피로만 화명점,"부산 북구 금곡대로303번길 35 1층 105호 (화명동, 해경타워빌딩)",,35.23546078,129.0116757,2024-09-30
슈가펫무인24시부산시청점,"부산 연제구 신촌로 12 101호 (연산동, 케이에이치마이우스)",,35.18258591,129.0773553,2024-09-30
지에스25 엄궁롯데점,부산 사상구 엄궁북로 49-1 1층 (엄궁동),,35.12817261,128.97597,2024-09-30
루미북클럽 독서논술 교습소,"부산 해운대구 센텀중앙로 145 상가 1동 110호 (재송동, 더샵센텀파크1차아파트)",,35.1767569,129.1235959,2024-09-30
씨유(CU) 해운대마린파크점,부산 해운대구 마린시티2로 2 110-2호 111-1 (우동),,35.15932892,129.1442431,2024-09-30
이공학원,"부산 동래구 연안로 57 3층 (안락동, 효창빌딩)",,35.19294925,129.1075789,2024-09-30
무국적식탁,"부산 연제구 연수로 232 (연산동, 시공간빌딩)",,35.17327929,129.0958947,2024-09-30
싱가폴,부산 북구 효열로 100 상가다동 102동(금곡동),,35.25502889,129.0139411,2024-09-30
블루샥 부경대점,부산 남구 용소로 22-1 1층 (대연동),,35.13531525,129.1005862,2024-09-30
거북이동네 부산화명점,"부산 북구 학사로17번길 4 102호103호104호(화명동, 대영주차건물)",,35.22430286,129.0072089,2024-09-30
캠바캠바,부산 부산진구 새싹로 278 (초읍동),,35.18094704,129.047405,2024-09-30
소나무네일,"부산 부산진구 백양산로 59 주상가동 2층 204호 (부암동, 당감뜨란채아파트)",,35.1739171,129.0305074,2024-09-30
이로이로,부산 중구 중구로23번길 36 1층 (부평동2가),,35.10013165,129.0259023,2024-09-30
